Month-Year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
24-Dec,6,600012,IT001,IT,936,1231.192199,31.50%,0.02%,0.10%,295.1921987,295.1921987
24-Jan,6,600014,PY001,PY,0,365,,0.03%,0.10%,365,365
24-Feb,6,600014,PY001,PY,0,365,,0.03%,0.20%,365,365
24-May,6,600014,PY001,PY,730,552,24.40%,0.01%,0.10%,178,-178
24-Jun,6,600014,PY001,PY,365,0,100.00%,0.03%,0.20%,365,-365
24-Jul,6,600014,PY001,PY,0,552,,0.04%,0.20%,552,552
24-Sep,6,600014,PY001,PY,365,646,77.00%,0.02%,0.10%,281,281
24-Oct,6,600014,PY001,PY,282,0,100.00%,0.02%,0.10%,282,-282
24-Nov,6,600014,PY001,PY,348,0,100.00%,0.03%,0.10%,348,-348
24-Dec,6,600014,PY001,PY,0,926,,0.07%,0.30%,926,926
24-Jan,6,600015,TW001,TW,468,403,13.90%,0.01%,0.00%,65,-65
24-Feb,6,600015,TW001,TW,280,312,11.40%,0.00%,0.00%,32,32
24-Mar,6,600015,TW001,TW,307,322,4.90%,0.00%,0.00%,15,15
24-Apr,6,600015,TW001,TW,278,328,18.00%,0.00%,0.00%,50,50
24-May,6,600015,TW001,TW,335,362,8.10%,0.00%,0.00%,27,27
24-Jun,6,600015,TW001,TW,310,327,5.50%,0.00%,0.00%,17,17
24-Jul,6,600015,TW001,TW,410,379,7.60%,0.00%,0.00%,31,-31
24-Aug,6,600015,TW001,TW,300,336,12.00%,0.00%,0.00%,36,36
24-Sep,6,600015,TW001,TW,334,327.7971266,1.90%,0.00%,0.00%,6.202873361,-6.202873361
24-Oct,6,600015,TW001,TW,314,327.8578653,4.40%,0.00%,0.00%,13.85786529,13.85786529
24-Nov,6,600015,TW001,TW,278,333.309905,19.90%,0.00%,0.00%,55.30990495,55.30990495
24-Dec,6,600015,TW001,TW,406,331.7594728,18.30%,0.01%,0.00%,74.24052716,-74.24052716
24-Jan,6,600016,IN001,IN,22,150,581.80%,0.01%,0.10%,128,128
24-Feb,6,600016,IN001,IN,207,224,8.20%,0.00%,0.00%,17,17
24-Mar,6,600016,IN001,IN,469,150,68.00%,0.03%,0.10%,319,-319
24-Apr,6,600016,IN001,IN,34,300,782.40%,0.02%,0.10%,266,266
24-May,6,600016,IN001,IN,35,300,757.10%,0.02%,0.10%,265,265
24-Jun,6,600016,IN001,IN,418,233,44.30%,0.02%,0.10%,185,-185
24-Jul,6,600016,IN001,IN,212,233,9.90%,0.00%,0.00%,21,21
24-Aug,6,600016,IN001,IN,261,261,0.00%,0.00%,0.00%,0,0
24-Sep,6,600016,IN001,IN,222,256,15.30%,0.00%,0.00%,34,34
24-Oct,6,600016,IN001,IN,14,285,1935.70%,0.02%,0.10%,271,271
24-Nov,6,600016,IN001,IN,156,250,60.30%,0.01%,0.00%,94,94
24-Dec,6,600016,IN001,IN,160,300,87.50%,0.01%,0.00%,140,140
24-Jan,6,600018,AT001,AT,26,39.25903209,51.00%,0.00%,0.00%,13.25903209,13.25903209
24-Feb,6,600018,AT001,AT,32,43.53083934,36.00%,0.00%,0.00%,11.53083934,11.53083934
24-Mar,6,600018,AT001,AT,40,44.19345027,10.50%,0.00%,0.00%,4.193450273,4.193450273
24-Apr,6,600018,AT001,AT,32,45.37622516,41.80%,0.00%,0.00%,13.37622516,13.37622516
24-May,6,600018,AT001,AT,32,38.33109482,19.80%,0.00%,0.00%,6.331094816,6.331094816
24-Jun,6,600018,AT001,AT,32,29.81003646,6.80%,0.00%,0.00%,2.189963542,-2.189963542
24-Jul,6,600018,AT001,AT,40,29.85564388,25.40%,0.00%,0.00%,10.14435612,-10.14435612
24-Aug,6,600018,AT001,AT,32,29.50377293,7.80%,0.00%,0.00%,2.496227072,-2.496227072
24-Sep,6,600018,AT001,AT,32,28.1357363,12.10%,0.00%,0.00%,3.864263696,-3.864263696
24-Oct,6,600018,AT001,AT,40,26.83082958,32.90%,0.00%,0.00%,13.16917042,-13.16917042
24-Nov,6,600018,AT001,AT,32,31.15750659,2.60%,0.00%,0.00%,0.842493413,-0.842493413
24-Dec,6,600018,AT001,AT,46,31.076583,32.40%,0.00%,0.00%,14.923417,-14.923417
24-Jan,6,600019,NO001,NO,45,38.69782833,14.00%,0.00%,0.00%,6.30217167,-6.30217167
24-Feb,6,600019,NO001,NO,41,40.1273775,2.10%,0.00%,0.00%,0.872622497,-0.872622497
24-Mar,6,600019,NO001,NO,43,37.7134317,12.30%,0.00%,0.00%,5.286568304,-5.286568304
24-Apr,6,600019,NO001,NO,42,40.75456236,3.00%,0.00%,0.00%,1.245437644,-1.245437644
24-May,6,600019,NO001,NO,51,43.15843939,15.40%,0.00%,0.00%,7.841560613,-7.841560613
24-Jun,6,600019,NO001,NO,61,42.27543643,30.70%,0.00%,0.00%,18.72456357,-18.72456357
24-Jul,6,600019,NO001,NO,34,42.69354678,25.60%,0.00%,0.00%,8.693546783,8.693546783
24-Aug,6,600019,NO001,NO,59,52.94705729,10.30%,0.00%,0.00%,6.052942713,-6.052942713
24-Sep,6,600019,NO001,NO,47,53.07792448,12.90%,0.00%,0.00%,6.077924475,6.077924475
24-Oct,6,600019,NO001,NO,32,55.03824569,72.00%,0.00%,0.00%,23.03824569,23.03824569
24-Nov,6,600019,NO001,NO,21,47.7165416,127.20%,0.00%,0.00%,26.7165416,26.7165416
24-Dec,6,600019,NO001,NO,57,49.93075072,12.40%,0.00%,0.00%,7.069249281,-7.069249281
24-Jan,6,600020,DZ001,DZ,"5,273",4000,24.10%,0.12%,0.50%,1273,-1273
24-Feb,6,600020,DZ001,DZ,"9,727",11000,13.10%,0.12%,0.60%,1273,1273
24-Mar,6,600020,DZ001,DZ,"4,996",0,100.00%,0.43%,1.70%,4996,-4996
24-Apr,6,600020,DZ001,DZ,"2,014",3000,49.00%,0.08%,0.50%,986,986
24-May,6,600020,DZ001,DZ,"7,982",3994,50.00%,0.30%,1.50%,3988,-3988
24-Jun,6,600020,DZ001,DZ,0,3000,,0.24%,1.60%,3000,3000
24-Jul,6,600020,DZ001,DZ,"3,017",4007,32.80%,0.07%,0.40%,990,990
24-Jan,6,600020,FR001,FR,"3,458",3244,6.20%,0.02%,0.10%,214,-214
24-Feb,6,600020,FR001,FR,"3,105",3099.556397,0.20%,0.00%,0.00%,5.443602828,-5.443602828
24-Mar,6,600020,FR001,FR,"2,872",3244.483375,13.00%,0.03%,0.10%,372.4833752,372.4833752
24-Apr,6,600020,FR001,FR,"3,772",3108.24001,17.60%,0.05%,0.30%,663.7599897,-663.7599897
24-May,6,600020,FR001,FR,"2,368",3124.53907,31.90%,0.06%,0.30%,756.5390704,756.5390704
24-Apr,6,600020,FR003,FR,0,0.687048021,,0.00%,0.00%,0.687048021,0.687048021
24-May,6,600020,FR003,FR,0,0.681619583,,0.00%,0.00%,0.681619583,0.681619583
24-Jan,6,600020,MA001,MA,"1,248",1233,1.20%,0.00%,0.00%,15,-15
24-Feb,6,600020,MA001,MA,693,1208,74.30%,0.05%,0.30%,515,515
24-Mar,6,600020,MA001,MA,"1,140",1386,21.60%,0.02%,0.10%,246,246
24-Apr,6,600020,MA001,MA,"1,158",1299,12.20%,0.01%,0.10%,141,141
24-May,6,600020,MA001,MA,"1,260",1174,6.80%,0.01%,0.00%,86,-86
24-Jun,6,600020,MA001,MA,920,1463,59.00%,0.04%,0.30%,543,543
24-Jul,6,600020,MA001,MA,"1,185",1390,17.30%,0.01%,0.10%,205,205
24-Aug,6,600020,MA001,MA,552,1057,91.50%,0.04%,0.20%,505,505
24-Jan,6,600021,DE001,DE,66,56.45254319,14.50%,0.00%,0.00%,9.547456809,-9.547456809
24-Feb,6,600021,DE001,DE,67,56.8045056,15.20%,0.00%,0.00%,10.1954944,-10.1954944
24-Mar,6,600021,DE001,DE,63,61.63332537,2.20%,0.00%,0.00%,1.366674631,-1.366674631
24-Apr,6,600021,DE001,DE,65,61.41788002,5.50%,0.00%,0.00%,3.582119979,-3.582119979
24-May,6,600021,DE001,DE,55,61.70627439,12.20%,0.00%,0.00%,6.706274388,6.706274388
24-Jun,6,600021,DE001,DE,114,104.1830462,8.60%,0.00%,0.00%,9.816953771,-9.816953771
24-Jul,6,600021,DE001,DE,23,32.47336364,41.20%,0.00%,0.00%,9.473363637,9.473363637
24-Aug,6,600021,DE001,DE,14,56.88521801,306.30%,0.00%,0.00%,42.88521801,42.88521801
24-Sep,6,600021,DE001,DE,45,68.66290397,52.60%,0.00%,0.00%,23.66290397,23.66290397
24-Oct,6,600021,DE001,DE,53,70.35612576,32.70%,0.00%,0.00%,17.35612576,17.35612576
24-Nov,6,600021,DE001,DE,47,69.7548284,48.40%,0.00%,0.00%,22.7548284,22.7548284
24-Dec,6,600021,DE001,DE,58,74.24786929,28.00%,0.00%,0.00%,16.24786929,16.24786929
24-Jan,6,600022,PT001,PT,310,170.3239423,45.10%,0.01%,0.10%,139.6760577,-139.6760577
24-Feb,6,600022,PT001,PT,247,230.332516,6.70%,0.00%,0.00%,16.66748396,-16.66748396
24-Mar,6,600022,PT001,PT,346,250.0973395,27.70%,0.01%,0.00%,95.90266054,-95.90266054
24-Apr,6,600022,PT001,PT,162,250.4231118,54.60%,0.01%,0.00%,88.42311177,88.42311177
24-May,6,600022,PT001,PT,324,257.107079,20.60%,0.01%,0.00%,66.89292104,-66.89292104
24-Jun,6,600022,PT001,PT,320,257.3447653,19.60%,0.01%,0.00%,62.65523467,-62.65523467
24-Jul,6,600022,PT001,PT,183,243.9969174,33.30%,0.00%,0.00%,60.99691738,60.99691738
24-Aug,6,600022,PT001,PT,342,228.3448598,33.20%,0.01%,0.00%,113.6551402,-113.6551402
24-Sep,6,600022,PT001,PT,220,244.2994097,11.00%,0.00%,0.00%,24.29940971,24.29940971
24-Oct,6,600022,PT001,PT,236,279.2611271,18.30%,0.00%,0.00%,43.26112708,43.26112708
24-Nov,6,600022,PT001,PT,382,244.2535053,36.10%,0.01%,0.00%,137.7464947,-137.7464947
24-Dec,6,600022,PT001,PT,397,283.9116135,28.50%,0.01%,0.00%,113.0883865,-113.0883865
24-Jan,6,600023,ES001,ES,"1,302",1174.69525,9.80%,0.01%,0.10%,127.3047505,-127.3047505
24-Feb,6,600023,ES001,ES,"1,149",1190.556591,3.60%,0.00%,0.00%,41.55659133,41.55659133
24-Mar,6,600023,ES001,ES,"1,077",1156.747154,7.40%,0.01%,0.00%,79.74715401,79.74715401
24-Apr,6,600023,ES001,ES,"1,356",1205.169915,11.10%,0.01%,0.10%,150.8300851,-150.8300851
24-May,6,600023,ES001,ES,"1,260",1163.327457,7.70%,0.01%,0.00%,96.67254314,-96.67254314
24-Jun,6,600023,ES001,ES,"1,185",1131.376626,4.50%,0.00%,0.00%,53.62337436,-53.62337436
24-Jul,6,600023,ES001,ES,"1,352",1178.844939,12.80%,0.01%,0.10%,173.1550615,-173.1550615
24-Aug,6,600023,ES001,ES,"1,139",1120.452381,1.60%,0.00%,0.00%,18.54761873,-18.54761873
24-Sep,6,600023,ES001,ES,"1,288",1131.353852,12.20%,0.01%,0.10%,156.6461476,-156.6461476
24-Oct,6,600023,ES001,ES,"1,319",1267.815084,3.90%,0.00%,0.00%,51.18491637,-51.18491637
24-Nov,6,600023,ES001,ES,"1,360",1211.557851,10.90%,0.01%,0.10%,148.4421493,-148.4421493
24-Dec,6,600023,ES001,ES,"1,153",1169.441297,1.40%,0.00%,0.00%,16.44129683,16.44129683
24-Jan,6,600024,PL001,PL,583,552,5.30%,0.00%,0.00%,31,-31
24-Feb,6,600024,PL001,PL,517,600,16.10%,0.01%,0.00%,83,83
24-Mar,6,600024,PL001,PL,778,595,23.50%,0.02%,0.10%,183,-183
24-Apr,6,600024,PL001,PL,607,606,0.20%,0.00%,0.00%,1,-1
24-May,6,600024,PL001,PL,574,606,5.60%,0.00%,0.00%,32,32
24-Jun,6,600024,PL001,PL,587,600,2.20%,0.00%,0.00%,13,13
24-Jul,6,600024,PL001,PL,652,600,8.00%,0.00%,0.00%,52,-52
24-Aug,6,600024,PL001,PL,624,600,3.80%,0.00%,0.00%,24,-24
24-Sep,6,600024,PL001,PL,558,600,7.50%,0.00%,0.00%,42,42
24-Oct,6,600024,PL001,PL,671,600,10.60%,0.00%,0.00%,71,-71
24-Nov,6,600024,PL001,PL,595,600,0.80%,0.00%,0.00%,5,5
24-Dec,6,600024,PL001,PL,593,601,1.30%,0.00%,0.00%,8,8
24-Jan,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-Feb,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-Mar,6,600025,HU001,HU,45,45,0.00%,0.00%,0.00%,0,0
24-Apr,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-May,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-Jun,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-Jul,6,600025,HU001,HU,72,36,50.00%,0.00%,0.00%,36,-36
24-Aug,6,600025,HU001,HU,0,36,,0.00%,0.00%,36,36
24-Sep,6,600025,HU001,HU,36,36,0.00%,0.00%,0.00%,0,0
24-Oct,6,600025,HU001,HU,63,36,42.90%,0.00%,0.00%,27,-27
24-Nov,6,600025,HU001,HU,60,36,40.00%,0.00%,0.00%,24,-24
24-Dec,6,600025,HU001,HU,60,36,40.00%,0.00%,0.00%,24,-24
24-Jan,6,600026,DK001,DK,126,145,15.10%,0.00%,0.00%,19,19
24-Feb,6,600026,DK001,DK,126,145,15.10%,0.00%,0.00%,19,19
24-Mar,6,600026,DK001,DK,126,126,0.00%,0.00%,0.00%,3.2685E-13,-3.27E-13
24-Apr,6,600026,DK001,DK,126,126,0.00%,0.00%,0.00%,3.2685E-13,-3.27E-13
24-May,6,600026,DK001,DK,126,126,0.00%,0.00%,0.00%,3.2685E-13,-3.27E-13
24-Jun,6,600026,DK001,DK,126,126,0.00%,0.00%,0.00%,3.2685E-13,-3.27E-13
24-Aug,6,600026,DK001,DK,30,0,100.00%,0.00%,0.00%,30,-30
24-Sep,6,600026,DK001,DK,133,130,2.30%,0.00%,0.00%,3,-3
24-Oct,6,600026,DK001,DK,144,130,9.70%,0.00%,0.00%,14,-14
24-Nov,6,600026,DK001,DK,174,130,25.30%,0.00%,0.00%,44,-44
24-Dec,6,600026,DK001,DK,97,130,34.00%,0.00%,0.00%,33,33
24-Jan,6,600026,FI001,FI,35,31.84126984,9.00%,0.00%,0.00%,3.158730159,-3.158730159
24-Feb,6,600026,FI001,FI,29,32.06060606,10.60%,0.00%,0.00%,3.060606061,3.060606061
24-Mar,6,600026,FI001,FI,29,31.03030303,7.00%,0.00%,0.00%,2.03030303,2.03030303
24-Apr,6,600026,FI001,FI,36,31,13.90%,0.00%,0.00%,5,-5
24-May,6,600026,FI001,FI,21,30.94949495,47.40%,0.00%,0.00%,9.949494949,9.949494949
24-Jun,6,600026,FI001,FI,35,30.96969697,11.50%,0.00%,0.00%,4.03030303,-4.03030303
24-Jul,6,600026,FI001,FI,28,30.90909091,10.40%,0.00%,0.00%,2.909090909,2.909090909
24-Aug,6,600026,FI001,FI,37,31.06060606,16.10%,0.00%,0.00%,5.939393939,-5.939393939
24-Sep,6,600026,FI001,FI,28,30.96969697,10.60%,0.00%,0.00%,2.96969697,2.96969697
24-Oct,6,600026,FI001,FI,35,31.05050505,11.30%,0.00%,0.00%,3.949494949,-3.949494949
24-Nov,6,600026,FI001,FI,28,31.18181818,11.40%,0.00%,0.00%,3.181818182,3.181818182
24-Dec,6,600026,FI001,FI,23,31.15151515,35.40%,0.00%,0.00%,8.151515152,8.151515152
24-Jan,6,600026,SE001,SE,149,201.6239111,35.30%,0.00%,0.00%,52.62391106,52.62391106
24-Feb,6,600026,SE001,SE,197,186.1611169,5.50%,0.00%,0.00%,10.83888311,-10.83888311
24-Mar,6,600026,SE001,SE,164,199.8785088,21.90%,0.00%,0.00%,35.87850881,35.87850881
24-Apr,6,600026,SE001,SE,284,191.2549037,32.70%,0.01%,0.00%,92.74509628,-92.74509628
24-May,6,600026,SE001,SE,199,188.1061427,5.50%,0.00%,0.00%,10.89385727,-10.89385727
24-Jun,6,600026,SE001,SE,204,190.8036473,6.50%,0.00%,0.00%,13.19635272,-13.19635272
24-Jul,6,600026,SE001,SE,193,184.039587,4.60%,0.00%,0.00%,8.96041299,-8.96041299
24-Aug,6,600026,SE001,SE,180,200.000729,11.10%,0.00%,0.00%,20.00072902,20.00072902
24-Sep,6,600026,SE001,SE,251,219.1849278,12.70%,0.00%,0.00%,31.81507215,-31.81507215
24-Oct,6,600026,SE001,SE,225,213.5379143,5.10%,0.00%,0.00%,11.46208572,-11.46208572
24-Nov,6,600026,SE001,SE,168,200.6397349,19.40%,0.00%,0.00%,32.6397349,32.6397349
24-Dec,6,600026,SE001,SE,300,199.976931,33.30%,0.01%,0.00%,100.023069,-100.023069
24-Jan,6,600027,GR001,GR,96,96,0.00%,0.00%,0.00%,0,0
24-Feb,6,600027,GR001,GR,96,96,0.00%,0.00%,0.00%,0,0
24-Mar,6,600027,GR001,GR,52,96,84.60%,0.00%,0.00%,44,44
24-Apr,6,600027,GR001,GR,140,96,31.40%,0.00%,0.00%,44,-44
24-May,6,600027,GR001,GR,96,96,0.00%,0.00%,0.00%,0,0
24-Jun,6,600027,GR001,GR,98,96,2.00%,0.00%,0.00%,2,-2
24-Jul,6,600027,GR001,GR,0,140,,0.01%,0.10%,140,140
24-Aug,6,600027,GR001,GR,146,96,34.20%,0.00%,0.00%,50,-50
24-Sep,6,600027,GR001,GR,96,56,41.70%,0.00%,0.00%,40,-40
24-Oct,6,600027,GR001,GR,44,96,118.20%,0.00%,0.00%,52,52
24-Nov,6,600027,GR001,GR,96,96,0.00%,0.00%,0.00%,0,0
24-Dec,6,600027,GR001,GR,96,96,0.00%,0.00%,0.00%,0,0
24-Jan,6,600028,CZ001,CZ,321,272,15.30%,0.00%,0.00%,49,-49
24-Feb,6,600028,CZ001,CZ,130,271,108.50%,0.01%,0.10%,141,141
24-Mar,6,600028,CZ001,CZ,340,272,20.00%,0.01%,0.00%,68,-68
24-Apr,6,600028,CZ001,CZ,200,270,35.00%,0.01%,0.00%,70,70
24-May,6,600028,CZ001,CZ,275,271,1.50%,0.00%,0.00%,4,-4
24-Jun,6,600028,CZ001,CZ,346,268,22.50%,0.01%,0.00%,78,-78
24-Jul,6,600028,CZ001,CZ,250,263,5.20%,0.00%,0.00%,13,13
24-Aug,6,600028,CZ001,CZ,250,263,5.20%,0.00%,0.00%,13,13
24-Sep,6,600028,CZ001,CZ,107,247,130.80%,0.01%,0.10%,140,140
24-Oct,6,600028,CZ001,CZ,300,266,11.30%,0.00%,0.00%,34,-34
24-Nov,6,600028,CZ001,CZ,432,267,38.20%,0.01%,0.10%,165,-165
24-Dec,6,600028,CZ001,CZ,163,266,63.20%,0.01%,0.00%,103,103
24-Jan,6,600029,RO001,RO,92,0,100.00%,0.01%,0.00%,92,-92
24-Feb,6,600029,RO001,RO,66,120,81.80%,0.00%,0.00%,54,54
24-Mar,6,600029,RO001,RO,77,120,55.80%,0.00%,0.00%,43,43
24-Apr,6,600029,RO001,RO,106,120,13.20%,0.00%,0.00%,14,14
24-May,6,600029,RO001,RO,79,120,51.90%,0.00%,0.00%,41,41
24-Jun,6,600029,RO001,RO,181,120,33.70%,0.00%,0.00%,61,-61
24-Jul,6,600029,RO001,RO,90,96,6.70%,0.00%,0.00%,6,6
24-Aug,6,600029,RO001,RO,100,96,4.00%,0.00%,0.00%,4,-4
24-Sep,6,600029,RO001,RO,90,96,6.70%,0.00%,0.00%,6,6
24-Oct,6,600029,RO001,RO,120,112,6.70%,0.00%,0.00%,8,-8
24-Nov,6,600029,RO001,RO,81,72,11.10%,0.00%,0.00%,9,-9
24-Dec,6,600029,RO001,RO,136,72,47.10%,0.00%,0.00%,64,-64
24-Jan,6,600030,AT001,AT,5,3,40.00%,0.00%,0.00%,2,-2
24-Feb,6,600030,AT001,AT,5,3,40.00%,0.00%,0.00%,2,-2
24-Mar,6,600030,AT001,AT,5,3,40.00%,0.00%,0.00%,2,-2
24-Apr,6,600030,AT001,AT,5,3,40.00%,0.00%,0.00%,2,-2
24-May,6,600030,AT001,AT,4,3,25.00%,0.00%,0.00%,1,-1
24-Jun,6,600030,AT001,AT,3,5,66.70%,0.00%,0.00%,2,2
24-Jul,6,600030,AT001,AT,6,5,16.70%,0.00%,0.00%,1,-1
24-Aug,6,600030,AT001,AT,5,5,0.00%,0.00%,0.00%,2.66454E-15,2.66454E-15
24-Sep,6,600030,AT001,AT,3,5,66.70%,0.00%,0.00%,2,2
24-Oct,6,600030,AT001,AT,6,5,16.70%,0.00%,0.00%,1,-1
24-Nov,6,600030,AT001,AT,5,5,0.00%,0.00%,0.00%,2.66454E-15,2.66454E-15
24-Dec,6,600030,AT001,AT,7,5,28.60%,0.00%,0.00%,2,-2
24-Jan,6,600030,DE001,DE,9,14.28174006,58.70%,0.00%,0.00%,5.281740058,5.281740058
24-Feb,6,600030,DE001,DE,14,13.58932807,2.90%,0.00%,0.00%,0.410671931,-0.410671931
24-Mar,6,600030,DE001,DE,15,13.47635841,10.20%,0.00%,0.00%,1.523641595,-1.523641595
24-Apr,6,600030,DE001,DE,12,15.2486833,27.10%,0.00%,0.00%,3.2486833,3.2486833
24-May,6,600030,DE001,DE,16,13.965171,12.70%,0.00%,0.00%,2.034829001,-2.034829001
24-Jun,6,600030,DE001,DE,65,29.82628843,54.10%,0.00%,0.00%,35.17371157,-35.17371157
24-Jul,6,600030,DE001,DE,11,9.747382755,11.40%,0.00%,0.00%,1.252617245,-1.252617245
24-Aug,6,600030,DE001,DE,13,13.64618858,5.00%,0.00%,0.00%,0.646188585,0.646188585
24-Sep,6,600030,DE001,DE,22,14.74460513,33.00%,0.00%,0.00%,7.255394867,-7.255394867
24-Oct,6,600030,DE001,DE,29,14.46945051,50.10%,0.00%,0.00%,14.53054949,-14.53054949
24-Nov,6,600030,DE001,DE,26,16.43725681,36.80%,0.00%,0.00%,9.562743194,-9.562743194
24-Dec,6,600030,DE001,DE,39,24.29925888,37.70%,0.00%,0.00%,14.70074112,-14.70074112
24-Jan,6,600031,GB001,GB,1,1,0.00%,0.00%,0.00%,0,0
24-Feb,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Mar,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Apr,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-May,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Jun,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Jul,6,600031,GB001,GB,2,1,50.00%,0.00%,0.00%,1,-1
24-Aug,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Sep,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Oct,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Nov,6,600031,GB001,GB,0,1,,0.00%,0.00%,1,1
24-Jan,6,600031,IE001,IE,195,200,2.60%,0.00%,0.00%,5,5
24-Feb,6,600031,IE001,IE,195,200,2.60%,0.00%,0.00%,5,5
24-Mar,6,600031,IE001,IE,202,200,1.00%,0.00%,0.00%,2,-2
24-Apr,6,600031,IE001,IE,366,200,45.40%,0.01%,0.10%,166,-166
24-May,6,600031,IE001,IE,232,200,13.80%,0.00%,0.00%,32,-32
24-Jun,6,600031,IE001,IE,196,400,104.10%,0.02%,0.10%,204,204
24-Jul,6,600031,IE001,IE,195,200,2.60%,0.00%,0.00%,5,5
24-Aug,6,600031,IE001,IE,218,200,8.30%,0.00%,0.00%,18,-18
24-Sep,6,600031,IE001,IE,210,200.444187,4.60%,0.00%,0.00%,9.555812955,-9.555812955
24-Oct,6,600031,IE001,IE,206,195.9719938,4.90%,0.00%,0.00%,10.02800617,-10.02800617
24-Nov,6,600031,IE001,IE,200,199.8370729,0.10%,0.00%,0.00%,0.162927122,-0.162927122
24-Dec,6,600031,IE001,IE,201,200.1928432,0.40%,0.00%,0.00%,0.807156787,-0.807156787
24-Feb,6,600032,BR001,BR,128,0,100.00%,0.01%,0.10%,128,-128
24-Jun,6,600032,BR001,BR,128,0,100.00%,0.01%,0.10%,128,-128
24-Sep,6,600032,BR001,BR,128,0,100.00%,0.01%,0.10%,128,-128
24-Oct,6,600032,BR001,BR,0,128,,0.01%,0.00%,128,128
24-Jan,6,600033,BR001,BR,0,9732,,0.88%,3.90%,9732,9732
24-Feb,6,600033,BR001,BR,6,0,100.00%,0.00%,0.00%,6,-6
24-Mar,6,600033,BR001,BR,0,9732,,0.83%,3.30%,9732,9732
24-Apr,6,600033,BR001,BR,"1,995",0,100.00%,0.15%,1.00%,1995,-1995
24-May,6,600033,BR001,BR,"7,504",9964,32.80%,0.18%,0.90%,2460,2460
24-Jun,6,600033,BR001,BR,"9,965",9968,0.00%,0.00%,0.00%,3,3
24-Aug,6,600033,BR001,BR,0,0,,0.00%,0.00%,0,0
24-Sep,6,600033,BR001,BR,"9,731",9732,0.00%,0.00%,0.00%,1,1
24-Nov,6,600033,BR001,BR,1,0,100.00%,0.00%,0.00%,1,-1
24-Dec,6,600033,BR001,BR,"9,731",9732,0.00%,0.00%,0.00%,1,1
24-Mar,6,600046,UA001,UA,"4,414",4416,0.00%,0.00%,0.00%,2,2
24-Oct,6,600046,UA001,UA,"3,744",3744,0.00%,0.00%,0.00%,0,0
24-Jan,6,600034,MA001,MA,377,200,46.90%,0.02%,0.10%,177,-177
24-Feb,6,600034,MA001,MA,150,348,132.00%,0.02%,0.10%,198,198
24-Mar,6,600034,MA001,MA,260,200,23.10%,0.01%,0.00%,60,-60
24-Apr,6,600034,MA001,MA,0,430,,0.03%,0.20%,430,430
24-May,6,600034,MA001,MA,352,223,36.60%,0.01%,0.00%,129,-129
24-Jun,6,600034,MA001,MA,740,340,54.10%,0.03%,0.20%,400,-400
24-Jul,6,600034,MA001,MA,0,200,,0.01%,0.10%,200,200
24-Aug,6,600034,MA001,MA,100,460,360.00%,0.03%,0.10%,360,360
24-Sep,6,600034,MA001,MA,648,200,69.10%,0.03%,0.20%,448,-448
24-Nov,6,600034,MA001,MA,0,510,,0.04%,0.20%,510,510
24-Dec,6,600034,MA001,MA,438,0,100.00%,0.03%,0.10%,438,-438
24-Jan,6,600035,TR001,TR,"2,855",2589,9.30%,0.02%,0.10%,266,-266
24-Feb,6,600035,TR001,TR,"1,717",2205,28.40%,0.04%,0.20%,488,488
24-Mar,6,600035,TR001,TR,"1,672",1939,16.00%,0.02%,0.10%,267,267
24-Apr,6,600035,TR001,TR,"2,747",2527,8.00%,0.02%,0.10%,220,-220
24-May,6,600035,TR001,TR,"2,650",2277,14.10%,0.03%,0.10%,373,-373
24-Jun,6,600035,TR001,TR,"1,928",2250,16.70%,0.03%,0.20%,322,322
24-Jul,6,600035,TR001,TR,"1,900",2056,8.20%,0.01%,0.10%,156,156
24-Aug,6,600035,TR001,TR,"1,857",2177,17.20%,0.02%,0.10%,320,320
24-Sep,6,600035,TR001,TR,"2,596",2246,13.50%,0.03%,0.10%,350,-350
24-Oct,6,600035,TR001,TR,"2,302",2195,4.60%,0.01%,0.00%,107,-107
24-Nov,6,600035,TR001,TR,"1,567",2112,34.80%,0.04%,0.20%,545,545
24-Dec,6,600035,TR001,TR,"1,553",2066,33.00%,0.04%,0.20%,513,513
24-Jan,6,600036,ZA001,ZA,28,40,42.90%,0.00%,0.00%,12,12
24-Feb,6,600036,ZA001,ZA,87,60,31.00%,0.00%,0.00%,27,-27
24-Mar,6,600036,ZA001,ZA,60,80,33.30%,0.00%,0.00%,20,20
