Product.Family,GMID,GMID_Description,Market,Geography,Material.Type.GMID,Date,Coverage,Min,Max
PF_08,G_800029,PF_08 400IU,Switzerland,Key Markets,FG,24-Jun,3.05,2.73,5.27
PF_08,G_800030,PF_08 400IU,Denmark,Key Markets,FG,24-Jun,5.55,2.73,6.41
PF_08,G_800030,PF_08 400IU,Norway,Key Markets,FG,24-Jun,5.36,2.73,5.27
PF_08,G_800031,PF_08 400IU,Finland,Key Markets,FG,24-Jun,4.59,2.73,3.5
PF_08,G_800031,PF_08 400IU,Sweden,Key Markets,FG,24-Jun,2.5,2.73,5.18
PF_08,G_800032,PF_08 400IU,France,Key Markets,FG,24-Jun,3.41,0,0
PF_08,G_800033,PF_08 400IU,Greece,International,FG,24-Jun,9.36,2.73,4.73
PF_08,G_800081,PF_08 400IU,Italy,Key Markets,FG,24-Jun,0.02,0,0
PF_08,G_800034,PF_08 400IU,Portugal,Key Markets,FG,24-Jun,4.68,4.55,5.91
PF_08,G_800035,PF_08 400IU,Spain,Key Markets,FG,24-Jun,3.64,2.73,4.14
PF_08,G_800036,PF_08 400IU,Romania,International,FG,24-Jun,6.18,2.73,4.91
PF_08,G_800037,PF_08 400IU,Germany,Key Markets,FG,24-Jun,2.82,2.73,4.23
PF_08,G_800038,PF_08 400IU,Germany,Key Markets,FG,24-Jun,4.18,2.73,5.55
PF_08,G_800039,PF_08 400IU,Austria,Key Markets,FG,24-Jun,3.59,2.73,5.14
PF_08,G_800040,PF_08 400IU,Morocco,International,FG,24-Jun,5.36,0,0
PF_08,G_800040,PF_08 400IU,United Kingdom,Key Markets,FG,24-Jun,6.41,2.73,4.27
PF_08,G_800041,PF_08 400IU,Saudi Arabia,Key Markets,FG,24-Jun,0.02,2.73,5.5
PF_08,G_800042,PF_08 400IU,Israel,International,FG,24-Jun,2.59,3.64,5.14
PF_08,G_800043,PF_08 400IU,Ireland,Key Markets,FG,24-Jun,10.95,3.55,5.73
PF_08,G_800043,PF_08 400IU,Saudi Arabia,Key Markets,FG,24-Jun,0.45,0,0
PF_08,G_800043,PF_08 400IU,United Kingdom,Key Markets,FG,24-Jun,6,0,0
PF_08,G_800043,PF_08 400IU,United Kingdom,Key Markets,FG,24-Jun,,,
PF_08,G_800044,PF_08 400IU,Egypt,International,FG,24-Jun,1.09,2.73,3.32
PF_08,G_800045,PF_08 400IU,Algeria,International,FG,24-Jun,0.02,2.73,4.86
PF_08,G_800045,PF_08 400IU,Morocco,International,FG,24-Jun,4.77,0,0
PF_08,G_800061,PF_08 400IU,Russia,International,FG,24-Jun,,,
PF_08,G_800061,PF_08 400IU,Russia,International,FG,24-Jun,2.05,0,0
PF_08,G_800046,PF_08 400IU,United States,North America,FG,24-Jun,1.55,2.73,3.09
PF_08,G_800047,PF_08 400IU,Belgium,Key Markets,FG,24-Jun,6.41,2.73,4.73
PF_08,G_800047,PF_08 400IU,Netherlands,Key Markets,FG,24-Jun,6.64,3.18,5.41
PF_08,G_800062,PF_08 400IU,Dominican Republic,International,FG,24-Jun,,,
PF_08,G_800063,PF_08 400IU,Taiwan,Greater China,FG,24-Jun,3.82,1.91,1.91
PF_08,G_800063,PF_08 400IU,Taiwan,Greater China,FG,24-Jun,,,
PF_08,G_800048,PF_08 400IU,Hong Kong,Greater China,FG,24-Jun,7.77,1.91,1.91
PF_08,G_800048,PF_08 400IU,Hong Kong,Greater China,FG,24-Jun,,,
PF_08,G_800064,PF_08 400IU,Australia,International,FG,24-Jun,7.55,2.73,3.77
PF_08,G_800064,PF_08 400IU,New Zealand,International,FG,24-Jun,0.02,2,9.95
PF_08,G_800049,PF_08 400IU,Paraguay,International,FG,24-Jun,2.09,0,0
PF_08,G_800065,PF_08 400IU,Argentina,International,FG,24-Jun,1.27,1.82,1.82
PF_08,G_800065,PF_08 400IU,Argentina,International,FG,24-Jun,,,
PF_08,G_800050,PF_08 400IU,Chile,International,FG,24-Jun,4.55,0,0
PF_08,G_800051,PF_08 400IU,Singapore,International,FG,24-Jun,7.32,2.86,2.86
PF_08,G_800052,PF_08 400IU,Thailand,International,FG,24-Jun,10.73,2.73,13.45
PF_08,G_800053,PF_08 400IU,Malaysia,International,FG,24-Jun,3.86,2.73,5.18
PF_08,G_800054,PF_08 400IU,India,International,FG,24-Jun,5,4,4
PF_08,G_800054,PF_08 400IU,India,International,FG,24-Jun,,,
PF_08,G_800055,PF_08 400IU,Japan,Key Markets,FG,24-Jun,4.86,0,0
PF_08,G_800056,PF_08 400IU,Canada,North America,FG,24-Jun,5.14,3,3
PF_08,G_800066,PF_08 400IU,Korea,International,FG,24-Jun,6.64,2.95,2.95
PF_08,G_800066,PF_08 400IU,Korea,International,FG,24-Jun,,,
PF_08,G_800057,PF_08 400IU,Mexico,International,FG,24-Jun,1.91,2.73,3.64
PF_08,G_800083,PF_08 400IU,Ecuador,International,FG,24-Jun,0.02,0,0
PF_08,G_800067,PF_08 400IU,Colombia,International,FG,24-Jun,0.73,2.73,2.73
PF_08,G_800067,PF_08 400IU,Colombia,International,FG,24-Jun,,,
PF_08,G_800068,PF_08 400IU,Dominican Republic,International,FG,24-Jun,0.02,0,0
PF_08,G_800068,PF_08 400IU,Guatemala,International,FG,24-Jun,2,0,0
PF_08,G_800058,PF_08 400IU/10ML,South Africa,International,FG,24-Jun,,,
PF_08,G_800058,PF_08 400IU/10ML,South Africa,International,FG,24-Jun,8.23,1.91,2.64
PF_15,G_150001,PF_15 300MG/2ML,Puerto Rico,North America,FG,24-Jun,3.73,0.91,3.09
PF_15,G_150001,PF_15 300MG/2ML,United States,North America,FG,24-Jun,3,3.18,3.41
PF_15,G_150002,PF_15 300MG/2ML,Austria,Key Markets,FG,24-Jun,2.5,2.73,4.32
PF_15,G_150002,PF_15 300MG/2ML,Germany,Key Markets,FG,24-Jun,1.91,2.73,4.55
PF_15,G_150003,PF_15 300MG/2ML,Germany,Key Markets,FG,24-Jun,2.27,2.73,4
PF_15,G_150007,PF_15 300MG/2ML,Canada,North America,FG,24-Jun,0.73,3.18,4.86
PF_15,G_150008,PF_15 300MG/2ML,Denmark,Key Markets,FG,24-Jun,8,2.73,5.59
PF_15,G_150008,PF_15 300MG/2ML,Norway,Key Markets,FG,24-Jun,7.32,2.73,4.5
PF_15,G_150009,PF_15 300MG/2ML,Finland,Key Markets,FG,24-Jun,10.27,2.73,4.91
PF_15,G_150009,PF_15 300MG/2ML,Sweden,Key Markets,FG,24-Jun,6.41,2.73,4.68
PF_15,G_150010,PF_15 300MG/2ML,Korea,International,FG,24-Jun,3.77,4.32,5.64
PF_15,G_150011,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,3.91,2.73,4
PF_15,G_150012,PF_15 300MG/2ML,Spain,Key Markets,FG,24-Jun,2.64,2.73,5.59
PF_15,G_150013,PF_15 300MG/2ML,Brazil,International,FG,24-Jun,3,2.73,4.27
PF_15,G_150014,PF_15 300MG/2ML,Australia,International,FG,24-Jun,1.09,3.18,3.45
PF_15,G_150014,PF_15 300MG/2ML,New Zealand,International,FG,24-Jun,4.14,1.86,2.68
PF_15,G_150015,PF_15 300MG/2ML,Belgium,Key Markets,FG,24-Jun,4.59,2.73,3.77
PF_15,G_150016,PF_15 300MG/2ML,Israel,International,FG,24-Jun,4.36,2.73,3.91
PF_15,G_150018,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,2.86,0,0
PF_15,G_150019,PF_15 300MG/2ML,Mexico,International,FG,24-Jun,,,
PF_15,G_150019,PF_15 300MG/2ML,Mexico,International,FG,24-Jun,1.05,2.73,4.5
PF_15,G_150020,PF_15 300MG/2ML,Saudi Arabia,Key Markets,FG,24-Jun,1.32,2.73,3.55
PF_15,G_150021,PF_15 300MG/2ML,Poland,International,FG,24-Jun,2,2.73,4.95
PF_15,G_150022,PF_15 300MG/2ML,Switzerland,Key Markets,FG,24-Jun,4.68,2.73,4.18
PF_15,G_150023,PF_15 0MG/2ML,Singapore,International,FG,24-Jun,,0,0
PF_15,G_150023,PF_15 0MG/2ML,Korea,International,FG,24-Jun,,4,7.05
PF_15,G_150024,PF_15 300MG/2ML,Colombia,International,FG,24-Jun,3.23,3.18,4.32
PF_15,G_150025,PF_15 200MG/+,Puerto Rico,North America,FG,24-Jun,3.14,0.91,2.77
PF_15,G_150025,PF_15 200MG/+,United States,North America,FG,24-Jun,3,3.18,3.73
PF_15,G_150026,PF_15 300MG/2ML,Singapore,International,FG,24-Jun,0.36,2.73,2.73
PF_15,G_150026,PF_15 300MG/2ML,Singapore,International,FG,24-Jun,,,
PF_15,G_150028,PF_15 300MG/2ML,Taiwan,Greater China,FG,24-Jun,1.41,2.73,2.73
PF_15,G_150028,PF_15 300MG/2ML,Taiwan,Greater China,FG,24-Jun,,,
PF_15,G_150029,PF_15 300MG/2ML,Malaysia,International,FG,24-Jun,2.32,2.73,2.73
PF_15,G_150029,PF_15 300MG/2ML,Malaysia,International,FG,24-Jun,,,
PF_15,G_150030,PF_15 200MG/+,Austria,Key Markets,FG,24-Jun,7.32,2.73,3.68
PF_15,G_150030,PF_15 200MG/+,Belgium,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150030,PF_15 200MG/+,Germany,Key Markets,FG,24-Jun,5.5,2.73,4.55
PF_15,G_150031,PF_15 200MG/+,Germany,Key Markets,FG,24-Jun,6,2.73,4.64
PF_15,G_150032,PF_15 300MG/2ML,Czech Republic,International,FG,24-Jun,1.23,2.73,4.82
PF_15,G_150033,PF_15 200MG/+,Canada,North America,FG,24-Jun,7.09,2.73,4
PF_15,G_150034,PF_15 200MG/+,Portugal,Key Markets,FG,24-Jun,0.02,1.82,1.82
PF_15,G_150034,PF_15 200MG/+,Portugal,Key Markets,FG,24-Jun,,,
PF_15,G_150034,PF_15 200MG/+,Spain,Key Markets,FG,24-Jun,6.86,2.73,6.68
PF_15,G_150035,PF_15 300MG/2ML,Portugal,Key Markets,FG,24-Jun,4.82,2.73,4.41
PF_15,G_150036,PF_15 200MG/+,Colombia,International,FG,24-Jun,2.18,3.18,6.05
PF_15,G_150037,PF_15 300MG/2ML,Dominican Republic,International,FG,24-Jun,0.64,0,0
PF_15,G_150037,PF_15 300MG/2ML,Guatemala,International,FG,24-Jun,0,0,0
PF_15,G_150037,PF_15 300MG/2ML,Panama,International,FG,24-Jun,0,0,0
PF_15,G_150038,PF_15 300MG/2ML,Thailand,International,FG,24-Jun,3.09,3.14,3.23
PF_15,G_150039,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,7.32,2.73,4.68
PF_15,G_150041,PF_15 200MG/+,Korea,International,FG,24-Jun,2.14,3.86,5.23
PF_15,G_150042,PF_15 200MG/+,Finland,Key Markets,FG,24-Jun,5,2.73,7.27
PF_15,G_150042,PF_15 200MG/+,Sweden,Key Markets,FG,24-Jun,6.64,2.73,6.77
PF_15,G_150043,PF_15 200MG/+,Brazil,International,FG,24-Jun,4.32,2.73,4.77
PF_15,G_150045,PF_15 200MG/+,Denmark,Key Markets,FG,24-Jun,3.18,2.73,7.59
PF_15,G_150045,PF_15 200MG/+,Norway,Key Markets,FG,24-Jun,13.91,2.73,6.55
PF_15,G_150046,PF_15 200MG/+,Switzerland,Key Markets,FG,24-Jun,4.45,2.73,5.05
PF_15,G_150047,PF_15 300MG/2ML,Puerto Rico,North America,FG,24-Jun,2.27,0.91,2.5
PF_15,G_150047,PF_15 300MG/2ML,United States,North America,FG,24-Jun,2.68,3.18,3.32
PF_15,G_150048,PF_15 200MG/+,United States,North America,FG,24-Jun,3.82,3.18,5.05
PF_15,G_150049,PF_15 300MG/2ML,Hungary,International,FG,24-Jun,,,
PF_15,G_150049,PF_15 300MG/2ML,Hungary,International,FG,24-Jun,0,2.73,3.41
PF_15,G_150154,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150051,PF_15 300MG/2M,Italy,Key Markets,FG,24-Jun,0,0,0
PF_15,G_150052,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,,,
PF_15,G_150052,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,12.05,3.64,8.5
PF_15,G_150053,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,19.91,3.64,7.41
PF_15,G_150155,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,1.59,0,0
PF_15,G_150156,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,0.14,0,0
PF_15,G_150054,PF_15 300MG/2ML,Romania,International,FG,24-Jun,6.18,2.73,9.73
PF_15,G_150055,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,,,
PF_15,G_150057,PF_15 300MG/2ML,Greece,International,FG,24-Jun,2,2.73,3.59
PF_15,G_150058,PF_15 200MG/+,France,Key Markets,FG,24-Jun,4.73,0,0
PF_15,G_150059,PF_15 300MG/2ML,China,Greater China,FG,24-Jun,2.32,0,0
PF_15,G_150222,PF_15 300MG/2ML,Portugal,Key Markets,FG,24-Jun,0.02,2.73,2.73
PF_15,G_150061,PF_15 300MG/2ML,Finland,Key Markets,FG,24-Jun,20.82,2.73,4.59
PF_15,G_150061,PF_15 300MG/2ML,Sweden,Key Markets,FG,24-Jun,,,
PF_15,G_150062,PF_15 200MG/+,Finland,Key Markets,FG,24-Jun,,,
PF_15,G_150062,PF_15 200MG/+,Finland,Key Markets,FG,24-Jun,18.86,2.73,6.09
PF_15,G_150062,PF_15 200MG/+,Sweden,Key Markets,FG,24-Jun,,,
PF_15,G_150062,PF_15 200MG/+,Sweden,Key Markets,FG,24-Jun,0.02,2.73,4.82
PF_15,G_150065,PF_15 200MG/+,Belgium,Key Markets,FG,24-Jun,4.55,2.73,7.91
PF_15,G_150066,PF_15 200MG/+,Canada,North America,FG,24-Jun,15.91,2.73,12.59
PF_15,G_150067,PF_15 300MG/2ML,Canada,North America,FG,24-Jun,,,
PF_15,G_150067,PF_15 300MG/2ML,Canada,North America,FG,24-Jun,0,3.64,13.55
PF_15,G_150182,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150068,PF_15 300MG/2ML,South Africa,International,FG,24-Jun,9.82,1.82,8.5
PF_15,G_150223,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,0,0,0
PF_15,G_150158,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,3.45,0,0
PF_15,G_150241,PF_15 300MG/2ML,Algeria,International,FG,24-Jun,,,
PF_15,G_150241,PF_15 300MG/2ML,Algeria,International,FG,24-Jun,0.02,2.73,3.59
PF_15,G_150069,PF_15 200MG/+,Israel,International,FG,24-Jun,6.41,2.73,3.95
PF_15,G_150070,PF_15 200MG/+,Mexico,International,FG,24-Jun,9.14,5.45,8.23
PF_15,G_150071,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,0,0,0
PF_15,G_150072,PF_15 200MG/+,France,Key Markets,FG,24-Jun,0,0,0
PF_15,G_150073,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,2.91,3.64,7.77
PF_15,G_150074,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,8.68,3.64,5.09
PF_15,G_150075,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,2.64,3.64,4.32
PF_15,G_150076,PF_15 200MG/+,Italy,Key Markets,FG,24-Jun,4.05,3.64,10.27
PF_15,G_150077,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,2.86,3.64,6.86
PF_15,G_150079,PF_15 200MG/+,Czech Republic,International,FG,24-Jun,9.59,1.82,5.86
PF_15,G_150080,PF_15 300MG/2ML,Colombia,International,FG,24-Jun,0.02,0,0
PF_15,G_150081,PF_15 200MG/+,Colombia,International,FG,24-Jun,0.02,0,0
PF_15,G_150224,PF_15 200MG/+,Hong Kong,Greater China,FG,24-Jun,0.02,1.82,3.64
PF_15,G_150082,PF_15 200MG/+,Russia,International,FG,24-Jun,0,2.73,8
PF_15,G_150083,PF_15 300MG/2ML,Russia,International,FG,24-Jun,4.73,2.73,5.09
PF_15,G_150084,PF_15 200MG/+,Hungary,International,FG,24-Jun,,,
PF_15,G_150084,PF_15 200MG/+,Hungary,International,FG,24-Jun,0,2.73,9.36
PF_15,G_150086,PF_15 200MG/+,Australia,International,FG,24-Jun,3.55,2.73,3.18
PF_15,G_150087,PF_15 200MG/+,Argentina,International,FG,24-Jun,0.02,0,0
PF_15,G_150088,PF_15 200MG/+,Poland,International,FG,24-Jun,3.59,2.73,4.55
PF_15,G_150089,PF_15 200MG/+,Singapore,International,FG,24-Jun,2.86,2.82,3.14
PF_15,G_150090,PF_15 200MG/+,Malaysia,International,FG,24-Jun,4.55,3.18,3.27
PF_15,G_150091,PF_15 200MG/+,Thailand,International,FG,24-Jun,6.41,3.18,5.45
PF_15,G_150092,PF_15 200MG/+,Saudi Arabia,Key Markets,FG,24-Jun,2.09,2.73,10.36
PF_15,G_150160,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,2,0,0
PF_15,G_150093,PF_15 200MG/+,China,Greater China,FG,24-Jun,4.91,0,0
PF_15,G_150094,PF_15 300MG/2ML,Greece,International,FG,24-Jun,3,2.73,6.14
PF_15,G_150094,PF_15 300MG/2ML,Romania,International,FG,24-Jun,8.14,2.73,2.73
PF_15,G_150094,PF_15 300MG/2ML,Romania,International,FG,24-Jun,,,
PF_15,G_150095,PF_15 200MG/+,Chile,International,FG,24-Jun,4.68,0,0
PF_15,G_150096,PF_15 300MG/2ML,Chile,International,FG,24-Jun,2.73,0,0
PF_15,G_150097,PF_15 300MG/2ML,Singapore,International,FG,24-Jun,0,0,0
PF_15,G_150100,PF_15 200MG/+,Israel,International,FG,24-Jun,9.36,2.73,4.45
PF_15,G_150101,PF_15 300MG/2ML,Israel,International,FG,24-Jun,1.91,2.73,5.36
PF_15,G_150102,PF_15 300MG/2ML,Korea,International,FG,24-Jun,6.18,5.14,10.27
PF_15,G_150103,PF_15 200MG/+,Switzerland,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150104,PF_15 300MG/2ML,Switzerland,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150105,PF_15 200MG/+,Korea,International,FG,24-Jun,10.05,5.14,13.27
PF_15,G_150106,PF_15 200MG/+,Dominican Republic,International,FG,24-Jun,0.02,0,0
PF_15,G_150106,PF_15 200MG/+,Guatemala,International,FG,24-Jun,0.02,0,0
PF_15,G_150106,PF_15 200MG/+,Panama,International,FG,24-Jun,5.73,0,0
PF_15,G_150230,PF_15 200MG/+,Brazil,International,FG,24-Jun,0.02,0,0
PF_15,G_150230,PF_15 200MG/+,Brazil,International,FG,24-Jun,,,
PF_15,G_150231,PF_15 300MG/2ML,Brazil,International,FG,24-Jun,0.02,0,0
PF_15,G_150231,PF_15 300MG/2ML,Brazil,International,FG,24-Jun,,,
PF_15,G_150107,PF_15 200MG/+,Greece,International,FG,24-Jun,13.91,2.73,12.73
PF_15,G_150107,PF_15 200MG/+,Romania,International,FG,24-Jun,2.14,2.73,8.18
PF_15,G_150108,PF_15 200MG/+,Greece,International,FG,24-Jun,7.05,2.73,8.18
PF_15,G_150108,PF_15 200MG/+,Romania,International,FG,24-Jun,9.09,2.73,2.73
PF_15,G_150109,PF_15 300MG/2ML,Italy,Key Markets,FG,24-Jun,4.32,3.64,7.45
PF_15,G_150110,PF_15 200MG/+,Egypt,International,FG,24-Jun,0.41,3.64,5.45
PF_15,G_150110,PF_15 200MG/+,Singapore,International,FG,24-Jun,0,0,0
PF_15,G_150111,PF_15 300MG/2ML,Egypt,International,FG,24-Jun,3.05,2.73,6.73
PF_15,G_150112,PF_15 300MG/2ML,Belgium,Key Markets,FG,24-Jun,2.32,3.64,4.09
PF_15,G_150112,PF_15 300MG/2ML,Netherlands,Key Markets,FG,24-Jun,1.95,2.73,4.32
PF_15,G_150232,PF_15 300MG/2ML,China,Greater China,FG,24-Jun,0.02,0,0
PF_15,G_150232,PF_15 300MG/2ML,Saudi Arabia,Key Markets,FG,24-Jun,,,
PF_15,G_150232,PF_15 300MG/2ML,Saudi Arabia,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150233,PF_15 200MG/+,China,Greater China,FG,24-Jun,0.02,0,0
PF_15,G_150233,PF_15 200MG/+,Saudi Arabia,Key Markets,FG,24-Jun,,,
PF_15,G_150233,PF_15 200MG/+,Saudi Arabia,Key Markets,FG,24-Jun,0.02,0,0
PF_15,G_150113,PF_15 200MG/+,Belgium,Key Markets,FG,24-Jun,5,3.64,5.73
PF_15,G_150113,PF_15 200MG/+,Netherlands,Key Markets,FG,24-Jun,4.05,2.73,4.41
PF_15,G_150114,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,6.86,0,0
PF_15,G_150115,PF_15 300MG/2ML,Argentina,International,FG,24-Jun,3.59,2.73,3.05
PF_15,G_150115,PF_15 300MG/2ML,Uruguay,International,FG,24-Jun,4.05,0,0
PF_15,G_150117,PF_15 200MG/+,Argentina,International,FG,24-Jun,4.09,2.73,5.86
PF_15,G_150242,PF_15 200MG/+,Algeria,International,FG,24-Jun,,,
PF_15,G_150242,PF_15 200MG/+,Algeria,International,FG,24-Jun,0.02,2.73,8.18
PF_15,G_150161,PF_15 300MG/2ML,Turkey,International,FG,24-Jun,5.32,2.73,2.73
PF_15,G_150118,PF_15 200MG/+,Ireland,Key Markets,FG,24-Jun,3.64,1.82,3.18
PF_15,G_150118,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,6,5.45,5.45
PF_15,G_150118,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,,,
PF_15,G_150119,PF_15 300MG/2ML,Ireland,Key Markets,FG,24-Jun,1.95,2.73,4.91
PF_15,G_150119,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,1.5,5.45,5.45
PF_15,G_150119,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,,,
PF_15,G_150234,PF_15 300MG/2ML,United States,North America,FG,24-Jun,0.02,0,0
PF_15,G_150234,PF_15 300MG/2ML,United States,North America,FG,24-Jun,,,
PF_15,G_150120,PF_15 200MG/+,Ireland,Key Markets,FG,24-Jun,8,2.73,8.18
PF_15,G_150120,PF_15 200MG/+,Netherlands,Key Markets,FG,24-Jun,9.82,2.73,3.27
PF_15,G_150120,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,8.91,5.45,5.45
PF_15,G_150120,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,,,
PF_15,G_150121,PF_15 300MG/2ML,Ireland,Key Markets,FG,24-Jun,,,
PF_15,G_150121,PF_15 300MG/2ML,Ireland,Key Markets,FG,24-Jun,1.55,2.73,3
PF_15,G_150121,PF_15 300MG/2ML,Netherlands,Key Markets,FG,24-Jun,2.18,2.73,3.09
PF_15,G_150121,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,2.68,5.45,5.45
PF_15,G_150121,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,,,
PF_15,G_150122,PF_15 200MG/+,Spain,Key Markets,FG,24-Jun,3.73,2.73,5.64
PF_15,G_150123,PF_15 300MG/2ML,Spain,Key Markets,FG,24-Jun,1.45,2.73,4.95
PF_15,G_150124,PF_15 200MG/+,Austria,Key Markets,FG,24-Jun,6.18,2.73,7.59
PF_15,G_150124,PF_15 200MG/+,Germany,Key Markets,FG,24-Jun,4.05,2.73,4.14
PF_15,G_150125,PF_15 300MG/2ML,Austria,Key Markets,FG,24-Jun,1.41,2.73,4.14
PF_15,G_150125,PF_15 300MG/2ML,Germany,Key Markets,FG,24-Jun,3.45,2.73,4.36
PF_15,G_150126,PF_15 200MG/+,Germany,Key Markets,FG,24-Jun,3.18,2.73,11.82
PF_15,G_150127,PF_15 300MG/2ML,Germany,Key Markets,FG,24-Jun,2.64,2.73,7.82
PF_15,G_150235,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,1.14,0,0
PF_15,G_150128,PF_15 200MG/+,Hong Kong,Greater China,FG,24-Jun,4.5,2.73,2.73
PF_15,G_150128,PF_15 200MG/+,Hong Kong,Greater China,FG,24-Jun,,,
PF_15,G_150129,PF_15 300MG/2ML,Hong Kong,Greater China,FG,24-Jun,0.86,2.73,2.73
PF_15,G_150129,PF_15 300MG/2ML,Hong Kong,Greater China,FG,24-Jun,,,
PF_15,G_150236,PF_15 200MG/+,Australia,International,FG,24-Jun,,,
PF_15,G_150237,PF_15 300MG/2ML,Australia,International,FG,24-Jun,,,
PF_15,G_150133,PF_15 200MG/+,France,Key Markets,FG,24-Jun,12.05,0,0
PF_15,G_150134,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,5.05,0,0
PF_15,G_150135,PF_15 200MG/+,Taiwan,Greater China,FG,24-Jun,5.05,2.73,2.73
PF_15,G_150135,PF_15 200MG/+,Taiwan,Greater China,FG,24-Jun,,,
PF_15,G_150162,PF_15 300MG/2ML,Canada,North America,FG,24-Jun,2.55,2.73,5.95
PF_15,G_150163,PF_15 200MG/+,Canada,North America,FG,24-Jun,1.41,2.73,3
PF_15,G_150136,PF_15 300MG/2ML,United Kingdom,Key Markets,FG,24-Jun,3.09,2.73,6.82
PF_15,G_150164,PF_15 200MG/+,United Kingdom,Key Markets,FG,24-Jun,2.77,2.73,6.32
PF_15,G_150137,PF_15 300MG/2ML,Denmark,Key Markets,FG,24-Jun,1.09,2.73,7.45
PF_15,G_150137,PF_15 300MG/2ML,Norway,Key Markets,FG,24-Jun,2.73,2.73,3.73
PF_15,G_150138,PF_15 200MG/+,Denmark,Key Markets,FG,24-Jun,5,2.73,11.09
PF_15,G_150138,PF_15 200MG/+,Norway,Key Markets,FG,24-Jun,3.05,2.73,3.95
PF_15,G_150139,PF_15 300MG/2ML,France,Key Markets,FG,24-Jun,2.82,0,0
PF_15,G_150140,PF_15 200MG/+,France,Key Markets,FG,24-Jun,4.27,0,0
PF_15,G_150141,PF_15 300MG/2ML,Portugal,Key Markets,FG,24-Jun,0.5,2.73,4.18
PF_15,G_150142,PF_15 200MG/+,Portugal,Key Markets,FG,24-Jun,8.23,2.73,5
PF_15,G_150143,PF_15 300MG/2ML,Czech Republic,International,FG,24-Jun,1.68,2.73,6.95
PF_15,G_150143,PF_15 300MG/2ML,Poland,International,FG,24-Jun,6.05,2.73,3.82
PF_15,G_150144,PF_15 200MG/+,Czech Republic,International,FG,24-Jun,6.41,1.82,7.27
PF_15,G_150144,PF_15 200MG/+,Hungary,International,FG,24-Jun,,,
PF_15,G_150144,PF_15 200MG/+,Poland,International,FG,24-Jun,,,
PF_15,G_150144,PF_15 200MG/+,Poland,International,FG,24-Jun,7.77,2.73,3.59
PF_15,G_150165,PF_15 300MG/2ML,Switzerland,Key Markets,FG,24-Jun,2.45,2.73,6.14
PF_15,G_150166,PF_15 200MG/+,Switzerland,Key Markets,FG,24-Jun,4.86,2.73,3.77
PF_15,G_150145,PF_15 200MG/+,Belgium,Key Markets,FG,24-Jun,7.95,2.73,4.09
PF_15,G_150146,PF_15 200MG/+,Belgium,Key Markets,FG,24-Jun,6.64,2.73,4.45
PF_15,G_150147,PF_15 300MG/2ML,Belgium,Key Markets,FG,24-Jun,1.32,2.73,5.59
PF_15,G_150148,PF_15 300MG/2ML,Belgium,Key Markets,FG,24-Jun,0.64,2.73,12.27
PF_15,G_150238,PF_15 200MG/+,United States,North America,FG,24-Jun,0.02,0,0
PF_15,G_150238,PF_15 200MG/+,United States,North America,FG,24-Jun,,,
PF_15,G_150167,PF_15 200MG/+,Greece,International,FG,24-Jun,,,
PF_15,G_150167,PF_15 200MG/+,Greece,International,FG,24-Jun,16.91,2.73,4.09
PF_15,G_150167,PF_15 200MG/+,Romania,International,FG,24-Jun,,,
